 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000
 0.00000    0.00000

 0.09168   0.01971
 0.04172  -0.00265
 0.00931  -0.00416
 0.00036  -0.06961
 0.26783   0.28627
-0.02057  -0.12221
 0.02101  -0.08538
 0.04674  -0.04455
 0.02595  -0.16184
 0.12023   0.21363
 0.09570   0.26278
 0.02313   0.07795
 0.15822   0.05856
 0.31208   0.30876
-0.00205  -0.00099
-0.00069   0.03733
 0.05192   0.02963
 0.08883  -0.08093
 0.18832   0.13976
 0.32605   0.25316
-0.04869   0.62133
-0.05079   0.63629
 0.02325   1.00000
 0.42805   0.45705
-0.03706   0.43106
-0.03115   0.97413
-0.00622   0.31941
-0.05640   0.32466
-0.03572   0.07138
-0.07229  -0.04424
-0.08426   0.46701
-0.16340   0.13845
-0.13308  -0.11221
 0.01419   0.43081
 0.01089   0.31717
-0.01449   0.35008
-0.20227  -0.05277
 0.14620  -0.46995
 0.01291   0.11317
-0.03299   0.58397
-0.00743   0.27845
 0.16216   0.16908
-0.02015   0.38810
-0.03036   0.27099
 0.00794   0.09760
 0.00489   0.12760
-0.22039   0.24435
-0.13181   0.18526
-0.05056   0.44123
-0.09872  -0.09956
-0.11238   0.10395
-0.00625   0.56738
 0.00007   0.30513
-0.02141   0.29989
 0.08050  -0.30401
 0.13627  -0.44610
-0.10581  -0.00081
 0.00461   0.22901
-0.23788   0.52074
-0.03122   0.30599
-0.04083   0.19971
-0.02210   0.24860
 0.00500   0.61427
-0.18409   0.26583
-0.19722   0.24256
-0.02541   0.83757
-0.18331  -0.01554
-0.19372   0.00320
-0.02007   0.47514
-0.00400   0.08583
-0.00634   0.17689
-0.12595  -0.13552
 0.04922  -0.42531
-0.14811   0.17517
 0.38611   0.63835
 0.16404   0.65605
 0.15268  -0.14670
 0.38917  -0.08260
 0.02643  -0.03990
 0.32574   0.90614
 0.31063   0.25002
-0.01157   0.29810
 0.73057  -0.51820
 0.88146   0.76621
 0.39347   0.02427
 0.52128   0.15151
 0.33504  -0.10703
 0.58496   1.00000
 0.51531   0.42311
 0.62084   0.00167
 0.03029   0.32206
-0.03565   0.59396
 0.01126   0.11363
 0.03821   0.57454
-0.09131   0.10601
-0.13304   0.02398
-0.06926   0.44387
-0.12827  -0.07137
 0.04265  -0.07603
 0.01203   0.46469
-0.01623   0.33040
-0.03444   0.36691
-0.05508  -0.26826
-0.09834  -0.69100
 0.09008  -0.02081
-0.04226   0.38492
-0.01285   0.09418
-0.04891   0.39851
-0.10557   0.22422
-0.25627   0.13249
-0.03084   1.00000
-0.23276   0.22423
-0.15693  -0.07425
-0.02257   0.47513
-0.01138   0.17862
-0.00866   0.14485
 0.00273  -0.29366
-0.04156  -0.47184
-0.12008   0.14413
 0.08672  -0.07866
-0.02869   0.28506
-0.05236   0.16505
-0.05367   0.17486
-0.03122   0.27080
 0.21474   0.05113
-0.08094   0.32009
 0.06179   0.36564
 0.03004   0.14266
 0.01617   0.18392
-0.03213   0.12688
 0.07927   0.00108
 0.05467   0.19745
 0.11260   0.76384
-0.00369   0.37434
-0.00163  -0.00163
-0.10221   0.63247
 0.08697  -0.11858
 0.38729  -0.11165
 0.03257   0.52936
 0.05070   0.13439
 0.02200   0.41306
 0.48095  -0.29164
 0.34534  -0.28368
 0.02981   0.03383
 1.00000   1.00000
 1.00000   0.38170
-0.09048   0.20014
 0.72131   0.73786
 0.93015   0.34815
-0.18864   0.26721
 0.01804   0.30641
 0.10788   0.24452
 0.34258   0.36712
 0.22988   0.36880
 0.68971   0.77012
 1.00000   0.36602
-0.07158   0.06835
 0.74094   0.27221
 0.69849   0.25339
-0.15156   0.11224
-0.13211   0.29302
 0.12924   0.25816
 0.38452   0.75510
 0.34923   0.31774
 0.63974   0.42603
-0.05650   0.41892
-0.14329   0.05839
-0.16603  -0.26430
-0.02564   0.54741
-0.03336   0.33327
-0.03250   0.46730
-0.20581  -0.62141
-0.28954  -0.57989
-0.13343   0.03403
 0.32095  -1.00000
 0.71604   0.30385
 0.01398   0.12774
 0.07114  -0.03057
 0.05906   0.22068
 0.50299  -0.85004
 0.27452  -0.13545
 0.40293   0.62437
 1.00000   0.52044
-0.20807   0.25628
 0.00999   0.13243
 0.12129   0.15776
 0.65582   0.53726
 0.27499  -0.10814
 0.82719   0.19980
-0.00838   0.33271
-0.00118   0.51953
-0.01429   0.07210
 0.47054  -0.56020
-0.07460  -0.34442
-0.10190   0.20677
 0.02469   0.22964
-0.01105   0.18616
 0.10647   0.04839
-0.03315  -0.08735
-0.00259   0.10424
-0.01447   0.37492
 0.12667  -0.12819
-0.05899  -0.36672
-0.10044   0.19480
 0.42645  -1.00000
 0.15157  -0.94841
 0.43719   1.00000
 0.21090  -0.44608
 0.59308   0.37531
 0.73327   0.86844
